A,B,C,D,angle,area,perimeter,defects,label
624.9290725,208.8345952,201.8492268,580.7442853,181.5646026,14886,1078.465071,4,R
623.9974628,214.0185024,196.6979337,699.6009618,188.7122652,34,21.65685415,4,R
638.1994299,219.2531163,206.0383368,463.2092355,186.7868854,15462.5,1093.192992,4,R
633.2217547,220.0549133,202.1274676,711.1345276,184.9573213,15596.5,1109.192992,4,R
648.9074902,223.0173746,202.1370025,598.4101223,276.621818,137.5,48.38477588,5,R
642.0963488,223.6880539,193.7213462,849.4135693,194.1793624,45.5,25.07106769,4,R
644.0035272,227.02257,195.9952482,713.7478407,189.7583604,122,44.97056234,4,R
642.2130536,226.5453079,196.6406154,827.0628642,186.7267826,111.5,40.72792184,4,R
640.6251759,219.7377421,203.0868023,596.1242063,185.8363385,128.5,45.5563488,4,R
643.487534,229.8396192,197.5163463,620.8146738,191.6732068,131.5,46.72792172,4,R
653.9675706,238.7769831,196.3476045,842.7543721,191.416441,174.5,54.38477588,4,R
652.7707227,229.9961954,198.5576273,593.4931278,186.7846666,135.5,45.55634892,4,R
651.3318069,225.2959772,212.5428708,486.7615375,276.7676716,128,44.97056234,5,R
651.801246,223.6196611,206.7473042,589.5678122,180.9195654,98,37.31370819,4,R
645.5049073,230.4115771,195.4487001,628.9915941,194.8419377,145.5,48.38477588,4,R
649.3771908,232.9387737,199.6120853,585.7501388,185.9794714,34,21.65685415,4,R
634.5746195,228.2723675,195.2411529,847.4042698,187.1956974,51.5,27.07106769,4,R
621.5381852,223.0970733,198.3173982,729.8243167,188.1496525,102,39.31370831,4,R
628.9436821,228.2504854,201.9826551,590.2751224,188.1289301,15328,1094.26406,4,R
636.6345947,227.3475899,201.0792658,606.5326192,185.4475822,15579,1097.778779,4,R
637.8603188,232.2981109,200.4973709,600.3156954,191.0380376,46,25.65685415,4,R
643.7271098,226.3346215,203.6938139,597.1464727,191.9144444,107.5,43.89949477,4,R
644.0025862,229.2473617,206.4896927,721.8725039,268.543264,15766.5,1108.163555,5,R
644.6663984,233.3358231,203.4700097,492.9379612,191.0323873,15855,1121.092488,4,R
647.3644394,232.2536291,212.5473174,700.8562706,271.0134585,15791.5,1102.849848,5,R
647.9033495,229.511815,205.1072252,717.1229786,191.1360515,15602.5,1126.163556,4,R
643.2858063,237.9715965,204.0438435,719.0480524,189.3363757,15792,1082.465071,4,R
640.8029065,231.2677809,203.8598101,712.5557636,184.1970244,15748,1095.435633,4,R
642.8120317,225.6304393,210.8775574,484.9417243,185.1714305,15755.5,1105.335128,4,R
641.8893564,227.0876834,204.6536465,739.4039438,190.1404845,15821.5,1090.02142,4,R
638.6037457,229.4817823,195.760425,364.1228837,192.1196299,15851.5,1097.192992,4,R
645.6209436,224.8185347,204.6672635,587.1354159,187.9714608,15884,1106.950352,4,R
650.6483909,228.6418933,201.200519,727.4221922,190.9388636,15915,1095.77878,4,R
645.6648005,225.541799,195.1791513,483.6994126,195.6544165,15716.5,1079.536139,4,R
630.0753121,211.4897082,203.2172946,467.1146752,189.2202643,15660,1062.121926,4,R
633.5334568,212.9489814,202.0011433,815.8276788,187.100031,15617,1068.465072,4,R
616.53738,210.0002272,205.2347353,692.754158,188.312168,15465.5,1052.22243,4,R
620.8333082,208.6125314,213.8460334,678.0031571,182.5795626,15504,1065.293498,4,R
614.6848842,203.9052102,203.7437001,475.3268698,188.5902797,15524,1056.808217,4,R
618.6087138,205.8795258,204.4668701,581.2642453,189.7088068,15429.5,1050.565577,4,R
613.3664844,212.0297964,207.6055747,580.1266034,185.6888806,15476.5,1045.737149,4,R
607.8086062,205.3536787,209.6003383,463.1119199,193.9246396,15555,1039.009227,4,R
623.2897844,206.1493066,212.0985433,459.1740068,190.0060847,15473,1058.322936,4,R
615.4389412,206.4817125,207.8488842,471.4340396,185.5441698,15476.5,1058.565576,4,R
613.6750674,207.2560648,209.5930334,573.7741162,184.8815708,15424.5,1056.22243,4,R
615.6736788,213.1444303,208.8904275,579.9086096,184.1074789,15639.5,1055.737149,4,R
613.6301195,210.6949166,204.206165,581.8811446,192.522516,15544,1050.322935,4,R
610.0037109,207.8657541,208.1330404,356.4666331,192.3682842,15697,1054.808217,4,R
621.0853412,218.0984708,212.5583065,574.9409723,180.8696964,15700.5,1077.050858,4,R
633.8444247,222.2644009,212.889865,805.4284911,179.8406648,15698.5,1083.536139,4,R
615.2121356,209.9019984,208.8872394,463.5557805,189.7118594,15748.5,1048.22243,4,R
633.5291277,223.850694,210.2561126,703.3918714,194.7662365,15786,1084.322935,4,R
617.7116646,216.2514404,213.0472947,575.8684926,189.3857264,15716.5,1086.565577,4,R
628.5717248,219.930465,215.4001369,582.4209657,189.3247636,15663.5,1083.879285,4,R
632.7833946,218.385309,208.5326278,583.0916511,188.1463607,15725,1070.808217,4,R
626.9424157,214.4589019,209.3492046,580.5570039,184.6587861,15731,1072.465071,4,R
607.6772231,209.7793713,212.6342302,578.5567359,182.5413582,15676,1078.465071,4,R
605.5254705,205.2683407,214.2579211,542.4190318,180.7465178,15558,1061.151363,4,R
614.0910678,206.139175,218.4241416,466.9777062,192.6081531,15547,1065.092488,4,R
636.8574926,220.2692579,220.7004351,570.6252503,197.0709079,15707,1098.406196,4,R
619.4832737,223.2211715,223.2508353,460.6091379,208.080158,15364.5,1065.335128,4,R
604.4558906,217.5370961,223.0849816,346.0429037,209.1631398,15391.5,1056.707712,4,R
612.3095167,220.4734014,226.7111841,463.3293626,209.4701554,15369,1062.749343,4,R
610.848558,222.4458651,236.2645813,575.2285172,210.79267,15323.5,1091.477263,4,R
619.1998765,225.0916525,236.767039,795.5724686,209.2632039,15344.5,1075.820409,4,R
616.1743605,219.9418921,242.495108,332.5693677,213.531576,15250.5,1091.82041,4,R
621.6366664,225.7815617,234.547327,562.0426847,206.9622586,15315.5,1099.335127,4,R
613.1323068,220.0121441,237.0661549,677.5387117,212.9636835,15329.5,1067.477262,4,R
615.6730322,221.69706,234.8863157,670.3995658,211.3471059,15381,1070.406196,4,R
614.7781288,222.3297743,237.6456334,686.6980132,216.6174269,15382.5,1070.506701,4,R
615.6885716,218.5775594,235.2239324,795.2079657,209.0672898,15326.5,1074.849846,4,R
616.9264485,219.7905675,237.3364691,675.99198,211.5268705,15438.5,1077.335127,4,R
618.5410066,220.5816925,236.7760996,576.2761517,208.9598373,15464,1091.234622,4,R
618.891164,220.7622794,240.7361357,561.2147567,209.3801746,15503,1090.063049,4,R
633.8869734,230.3778419,239.1190768,462.8649804,210.3987237,15621,1112.749342,4,R
618.624489,221.0739917,238.1470268,565.6496567,208.8613446,15634.5,1094.849847,4,R
622.7066179,221.0635818,235.2277827,570.458125,207.5634409,15667.5,1082.790972,4,R
617.0642245,216.8456763,229.8123673,570.6206907,205.8492763,15752.5,1074.364565,4,R
609.5503253,219.1996898,214.6933758,573.0967847,184.7104902,15740,1060.06305,4,R
605.1856592,203.16547,195.7965333,820.5188705,185.3194184,15816.5,1017.335127,4,R
610.9365187,205.5095434,203.5870803,698.1870138,190.8644384,15740.5,1032.991984,4,R
616.0585702,205.5827667,203.4205769,828.3850348,189.0702896,15818,1029.920914,4,R
610.1963162,210.8297145,202.5107392,611.4971791,193.655669,15886.5,1036.506701,4,R
617.8779988,217.4132403,223.3183346,582.3038242,201.1714441,15829,1065.092487,4,R
613.8797624,224.6729047,231.8477788,687.3997248,201.7575799,15787,1078.749341,4,R
615.3486538,218.8075995,233.7142058,685.0466529,200.6882411,15793,1085.778779,4,R
615.4505389,224.2418739,233.3598203,577.0176685,201.6265793,15794.5,1084.991983,4,R
623.739628,217.204221,234.399015,575.1411049,205.0621111,15759.5,1078.163555,4,R
621.6661446,226.7213342,234.4239952,920.180788,201.4480845,15748,1084.406196,4,R
616.083692,220.5324883,234.4295898,679.7386159,200.7280677,15687,1081.435633,4,R
625.1657097,228.149365,234.5644671,796.5740934,202.3159182,15781.5,1088.790972,4,R
618.7707263,223.1167646,233.3203579,684.5268209,197.7554811,15886,1092.406196,4,R
628.2033683,222.4714853,230.4326167,587.1680573,208.4058615,16221.5,1081.678273,4,R
639.4953977,218.6913439,228.4552858,938.9965095,200.247239,16366,1102.548331,4,R
665.3152733,234.4859476,228.1448338,593.1279564,201.2879037,16800,1152.205186,4,R
670.112294,252.8456101,232.1293457,852.7236414,204.7975932,16864,1178.631591,4,R
671.4953728,231.6990879,229.2077496,629.6881446,202.193821,17044,1159.661029,4,R
680.8026673,237.4820187,226.7715203,733.6463417,199.9179235,34,21.65685415,4,R
679.0955588,238.3160727,229.2299723,848.5395779,207.0711749,17202,1184.832601,4,R
681.2990116,239.8897338,230.6943267,743.9642187,203.95156,17382.5,1180.18794,4,R
673.6755297,236.720015,226.5371719,993.2448208,202.0431969,17248,1166.631592,4,R
669.0918254,225.8526705,239.4676127,730.0363916,290.5395169,17163,1162.14631,5,R
679.1436591,236.9569535,226.5086036,742.2241153,204.4859204,40,23.65685415,4,R
680.0341249,243.4875867,226.6212654,1015.047545,199.3874577,17182.5,1176.732096,4,R
671.0580505,234.9194794,230.782388,607.9935644,203.0311429,17096,1174.832603,4,R
670.786029,238.2383392,226.8750049,742.9411889,200.1389844,17153,1161.317882,4,R
677.6727557,248.165497,225.7504014,859.3566877,201.0728192,16984.5,1188.246816,4,R
669.7873485,233.3613989,224.8024515,607.4075809,203.2338257,17109,1170.34732,4,R
671.8831923,233.8591376,226.2441423,846.1670341,204.4833323,71,32.48528123,4,R
668.7907081,241.9301081,224.0314412,861.9068643,202.5490309,16774,1192.773727,4,R
668.850711,233.3828771,227.6762912,599.0037728,207.3056622,16708.5,1159.418389,4,R
670.6308346,236.1471788,225.078127,595.9972142,206.484312,56,28.48528123,4,R
664.8908359,235.9377286,224.8511313,621.5359497,206.3485645,34,21.65685415,4,R
664.2550616,237.4987217,220.0970287,846.6549412,202.7604693,16526.5,1141.619398,4,R
653.6919232,227.0648451,219.2383804,601.4388557,205.2906528,16407.5,1146.10468,4,R
638.7640939,218.4030123,219.4473797,722.5914843,199.2611998,16304.5,1140.305691,4,R
653.853009,225.7167654,214.3990909,725.7837636,198.1412857,16336,1119.518893,4,R
657.5276305,227.5925252,215.58943,701.9819121,203.8157431,16243.5,1131.134118,4,R
659.0335928,229.601315,215.3528201,487.0812964,207.5281053,67.5,31.07106769,4,R
660.9131772,228.2565374,219.8498541,588.1261641,203.9383386,16142,1141.518893,4,R
662.415857,232.956279,216.123757,489.6518242,210.3099852,34,21.65685415,4,R
655.8026247,240.9021088,214.0145261,834.0755695,198.079086,16171,1177.175749,4,R
659.0744532,233.4015981,212.2682137,590.7581105,203.5586793,15987.5,1161.560525,4,R
654.6950456,228.5012295,218.2629486,716.1918933,290.7041625,15941.5,1153.761534,5,R
641.1498364,224.5257936,216.299679,709.8645724,279.4192647,15770,1146.347322,5,R
636.6458714,223.2263769,211.4063639,707.6634282,200.150591,15596.5,1124.104681,4,R
643.3752118,242.8027806,210.4509709,717.4363531,199.7319584,15621,1124.690467,4,R
630.4824819,221.6165089,209.7409919,698.0458038,198.1308704,15191.5,1106.305691,4,R
619.7008696,220.3275518,204.891228,447.3768249,192.2619052,14981.5,1078.648837,4,R
624.8707886,238.4388158,205.5732366,909.9271,202.2372312,14577.5,1067.820409,4,R
615.4629948,234.7087852,201.7250684,899.1154185,205.8959472,14310.5,1056.163555,4,R
609.446097,226.6830254,205.1667415,577.9970831,206.9082729,14127,1057.920915,4,R
611.8415906,230.5397393,200.36254,915.8654774,204.9373992,14127.5,1040.163555,4,R
607.8548334,213.6209616,200.9551568,583.6279235,206.2191547,13960.5,1054.5067,4,R
620.524657,213.7797873,199.0227478,563.4797022,206.8824883,14409.5,1052.163556,4,R
620.7216987,218.8417272,197.9247291,793.17308,208.0290776,105,41.31370831,4,R
638.8292259,236.6142574,196.4715156,684.4068952,214.6772954,159,50.14213538,4,R
630.1057434,226.8072187,189.7446732,701.2775109,208.6382675,80.5,35.89949477,4,R
630.1034576,222.2803844,193.4943912,567.5267589,208.7011459,118,45.31370831,4,R
624.356501,231.5237969,191.5171191,816.0711616,208.9668182,34,21.65685415,4,R
623.6322992,224.0831416,191.9171855,675.3212663,210.0668023,126,44.14213538,4,R
633.4705589,230.994875,195.5197433,698.8165397,206.5076603,169,58.97056246,4,R
634.0392506,234.444376,196.2617329,932.191981,206.4205774,81.5,33.89949465,4,R
631.3364874,229.6430757,198.681318,593.7513408,208.7411463,126,46.14213526,4,R
648.9871156,229.5099532,206.010453,715.2983204,211.4117539,95,38.14213538,4,R
635.1456471,227.7761597,209.7409255,945.8644092,203.3856367,45.5,25.07106769,4,R
636.3146716,225.9440412,211.4151784,831.9906645,205.9434902,114,43.31370831,4,R
654.3095691,235.2051532,215.1534829,715.7558599,204.2157026,114.5,43.55634892,4,R
635.4806405,233.0123763,212.6680235,705.2241848,206.1142129,15498,1109.175748,4,R
643.9956823,235.7437013,215.9270701,713.8502496,208.0917982,15447,1146.004174,4,R
644.6177657,225.7989426,222.4523092,729.0729075,294.042031,15356,1131.317883,5,R
643.7491297,225.7340489,214.5165102,953.9954976,206.187239,91.5,37.89949477,4,R
647.8969329,223.978969,217.9689641,456.2531313,205.5398905,15345.5,1135.276253,4,R
650.5815083,230.4705493,221.1272917,694.8206331,204.5234495,15394.5,1136.933107,4,R
651.7040131,223.5566025,227.9883033,715.9896729,293.0638632,40,23.65685415,5,R
647.8336886,223.2166142,219.6615588,839.0976456,210.2090786,40,23.65685415,4,R
641.81651,223.0648167,219.8729287,704.8221974,202.944702,15586,1121.175749,4,R
648.9119125,220.2538143,227.1335296,702.4820047,210.2182164,15585.5,1133.075242,4,R
642.8310591,244.8502271,222.0323214,714.5669643,207.6690455,15829,1125.86204,4,R
652.3198248,229.451114,225.2622566,834.293357,204.8168046,52.5,27.07106769,4,R
656.0279682,230.9714463,224.708385,966.3228042,201.2390043,34,21.65685415,4,R
655.8119735,222.0588429,228.0607282,951.9198322,209.1116051,16011,1140.347321,4,R
658.3374028,227.2031924,226.3750471,723.5819246,206.1210317,16055.5,1139.418388,4,R
640.625117,234.3040248,228.0645466,481.8130411,208.2078672,16030,1135.518893,4,R
651.2808377,240.5523149,229.7386289,845.5732754,204.4042241,16256.5,1149.075242,4,R
662.2928461,245.5673465,232.6667719,612.0421934,206.6806019,16365.5,1164.246814,4,R
656.8190599,240.7669478,235.4052467,852.828819,207.4640624,16469.5,1157.217377,4,R
654.6846758,222.459975,233.1389012,596.2620478,204.4080934,16536,1174.146309,4,R
668.8322187,232.2928839,230.4309003,740.0565039,203.7479224,16598.5,1187.560524,4,R
665.4337881,229.0051601,234.3957121,470.1790521,207.5795634,34,21.65685415,4,R
679.4095321,252.9019941,238.1450494,741.3709238,206.5073552,16972.5,1170.732098,4,R
672.4261373,245.5547278,240.629176,738.1624909,205.2185518,17045,1184.14631,4,R
670.776036,229.3751572,248.3979676,990.5363491,272.698948,17028.5,1195.217377,5,R
667.4334289,246.5378787,238.3833871,624.9532425,204.6543327,17112,1173.317882,4,R
676.84326,252.9151768,240.5434179,500.4148039,207.5328905,17014.5,1200.732096,4,R
669.395514,254.5149397,238.2265518,743.8714333,203.7104103,17091,1171.803165,4,R
669.6327855,250.1043084,236.0457621,754.6808468,204.6019839,16964.5,1165.90367,4,R
667.2355706,227.532505,233.0526803,735.8855832,205.283827,16692.5,1170.10468,4,R
658.2413521,224.5713677,229.1568226,470.9998611,190.6231377,16686,1154.631591,4,R
658.45246,227.8060992,228.6500379,953.3099514,196.0556151,16524.5,1141.075243,4,R
654.9168365,225.2705856,233.7227104,727.7974817,202.0586379,16421.5,1141.075243,4,R
660.544352,225.7956552,227.4984086,711.6738238,192.5432894,16341.5,1142.732097,4,R
659.3634509,226.1028616,227.7549174,587.9973128,197.4777058,16261,1146.489455,4,R
655.6655613,220.8434163,226.1869625,591.3154674,204.5600596,16238,1132.34732,4,R
652.8673074,218.6380841,226.4018489,478.8655576,193.0019711,16045,1127.661029,4,R
641.281709,219.7910893,218.1471944,615.3870571,189.5752748,16144,1116.832603,4,R
647.1468217,220.4992663,221.9328397,723.9989563,189.8361022,16009,1150.489456,4,R
646.4945468,218.246425,224.3372738,717.2294232,195.6005241,16097,1124.004174,4,R
655.1126029,225.4751358,225.966604,732.1502099,194.0756381,40,23.65685415,4,R
651.748476,222.4170121,226.5058809,724.0565811,202.6072618,16179.5,1138.104681,4,R
654.5216836,227.581667,229.6460179,700.4942878,199.9592993,16123.5,1142.933107,4,R
652.8025186,240.4734031,226.4088853,615.582748,211.3260238,16054,1150.347321,4,R
649.4111921,235.4438834,231.9735901,595.5033499,213.5688169,15960.5,1135.619398,4,R
647.3808555,234.5170427,230.9970491,582.064311,208.5357147,15871,1143.661028,4,R
649.2287232,218.9783829,229.3668423,457.6785352,204.6635366,15855,1133.862039,4,R
655.1685052,218.1797026,230.0942338,585.3960898,203.7311681,15910,1135.86204,4,R
643.5200715,222.4872292,227.0588966,835.2641752,200.7012456,15896,1125.033613,4,R
637.5582527,212.8737586,223.7718207,953.7116226,204.2703815,52,27.65685415,4,R
651.166879,222.6293154,227.4551804,842.1405556,204.7055798,15604.5,1125.761535,4,R
632.7721926,231.0482976,226.6858749,833.0874739,201.1245215,15597,1111.033611,4,R
648.7279716,219.8494143,224.8363032,575.5035861,204.2702906,15586.5,1110.10468,4,R
622.8375879,208.9843302,226.9500349,570.7303416,202.8679439,15367,1089.376758,4,R
627.3780427,224.8090815,224.3484772,669.8634929,205.5342336,15232.5,1085.962545,4,R
616.1363183,214.6144301,222.4452739,558.3752367,211.7038789,15089,1061.577768,4,R
609.9569181,213.9014767,221.933693,452.6426824,208.4472614,14918,1052.063051,4,R
602.5355399,211.4081941,220.1052957,664.895802,206.7073363,14794,1039.577768,4,R
602.9149398,215.8705123,219.4782959,554.8084785,210.4921373,14626,1038.749341,4,R
597.1259595,213.5010828,220.6566268,547.9250409,207.9078704,14545,1044.264059,4,R
600.0574239,216.3800139,216.7376867,550.5089128,208.5535839,14430,1036.950352,4,R
588.1851439,208.9540644,218.2374827,330.7628368,212.1090018,14399,1028.26406,4,R
594.4160534,210.949386,219.0940869,544.3601947,210.5704145,14344.5,1030.849846,4,R
596.9586752,208.1569167,218.5070552,545.7206013,206.7314822,14350,1035.092487,4,R
595.9974174,206.799351,217.884098,546.0936165,203.9225982,14401,1037.435634,4,R
587.1613443,207.6030051,219.3334455,545.3710656,201.6820519,14335.5,1034.506701,4,R
598.2736994,209.7374485,216.5751753,551.1413755,205.8543472,14494,1035.435634,4,R
601.7369899,204.2926352,214.2453503,449.9580371,209.9381997,14487.5,1036.163555,4,R
603.0473776,206.1169006,216.0112159,330.9954739,206.1936916,14583.5,1043.82041,4,R
605.0076291,204.0343196,213.8001422,550.9689091,203.759334,14509,1060.063051,4,R
609.8951214,207.3912028,213.2229931,435.0808982,208.4800042,14575.5,1062.163556,4,R
609.9065407,212.6737584,210.543803,447.2851882,207.3451375,34,21.65685415,4,R
618.8166728,217.1372136,211.7546288,676.6892079,208.6298751,14653,1068.205185,4,R
622.3153745,215.4333746,211.8827131,678.6313257,208.4269049,14641,1081.719905,4,R
621.5031419,212.0947922,206.7345607,561.6590537,210.1057735,14883.5,1064.305691,4,R
625.2826792,214.9671708,210.9635526,557.3450749,206.7060112,56,28.48528123,4,R
621.4859571,213.1983167,210.3233984,559.0636428,208.0600762,14823.5,1070.648837,4,R
618.5101018,209.3754387,211.1660501,512.0912909,208.1927273,14861,1072.063049,4,R
620.645532,210.3995441,209.9668318,628.5012904,209.6540389,14772.5,1065.962545,4,R
615.299961,231.1023061,212.0845185,441.1568927,204.1827354,14800,1068.548331,4,R
623.6309409,214.4793003,212.4719377,661.3666741,206.806104,14765,1105.862039,4,R
618.3134852,211.1829038,215.7385387,675.2248651,208.4535176,14929,1085.862039,4,R
619.668586,224.8730489,214.3274717,562.6149435,208.8826046,14965.5,1071.477265,4,R
615.9849331,229.3629821,215.9241385,667.0305281,202.9017463,15003.5,1067.477263,4,R
619.475973,213.1443693,218.9347832,557.8679441,208.0235267,15075.5,1076.447826,4,R
617.9250848,219.131728,215.6168475,561.9753259,209.8542842,15025,1069.234623,4,R
610.3585517,224.8450338,219.4873266,675.7466253,209.5257713,15016.5,1058.5067,4,R
629.2839858,231.7252591,222.5604065,799.6856594,207.5099528,15014.5,1090.589961,4,R
624.9507213,225.9134539,222.4218973,441.8925542,207.8296094,15040.5,1089.820409,4,R
600.7800132,213.7248339,222.901445,559.0332195,208.6188524,15017,1056.06305,4,R
610.6426885,218.5437032,220.1894868,555.9443966,203.0871909,14996.5,1071.335127,4,R
599.6324964,216.4363668,222.2970267,554.3796488,204.6766702,14922,1056.06305,4,R
609.022633,214.1123806,223.5385648,453.804517,206.3571816,14986.5,1073.477264,4,R
606.2334728,212.9251848,223.6688808,768.0620577,203.2745654,14963,1067.234622,4,R
601.7408499,213.2962548,224.6151637,555.1150241,207.8078302,14987,1058.891477,4,R
602.2783682,216.3884757,225.451175,669.6597684,200.7786451,14988.5,1069.82041,4,R
603.2413413,200.4676804,221.7704731,560.7629852,208.0361176,15050,1055.234622,4,R
611.6876152,222.0714623,225.3086055,556.4699639,208.9866952,14988.5,1074.163556,4,R
615.7666219,221.9773959,223.1548828,562.6753759,212.8563905,15220,1062.063051,4,R
620.0328291,225.072968,221.4288541,683.2540518,207.3379106,15285.5,1072.790972,4,R
621.6172528,227.7631018,223.2116062,777.5365145,203.574063,15297.5,1073.477263,4,R
620.9466523,233.0769186,219.1348337,679.6219179,201.1854772,15455.5,1082.163555,4,R
630.510433,233.4286718,219.9150856,571.8605884,205.3547592,15468,1092.06305,4,R
624.7290511,232.5185247,219.1364138,574.0562798,202.9791478,15476.5,1101.619399,4,R
630.8606026,238.4787362,221.4368205,574.8210825,202.182591,15476,1128.690466,4,R
633.3588718,214.9469841,220.394593,574.7038799,204.984268,34,21.65685415,4,R
652.7250631,228.5872748,221.2560609,817.1388449,207.0852588,15743,1141.661029,4,R
645.6095344,224.6924369,220.8434456,454.2614554,206.7071925,15832.5,1116.246816,4,R
639.9318235,225.6599065,222.5558814,830.0800991,202.2778824,15871,1118.347321,4,R
638.6336013,234.0239274,228.0365066,594.011643,274.8766749,15809,1122.004174,5,R
631.5467944,217.2598458,219.4356556,465.0417887,207.7111827,15615.5,1102.933106,4,R
641.9657259,234.2176994,221.5239505,472.6203374,210.4906431,15672,1122.832602,4,R
635.0796696,221.1681556,225.0759734,695.0483552,203.2762941,15476.5,1111.418389,4,R
633.2199135,233.5575872,221.6363717,566.0425256,207.1297586,15484,1101.518894,4,R
626.4519117,229.4979892,220.3423661,570.0996757,208.7982941,15485,1092.832601,4,R
616.159644,210.2010136,223.2877979,559.6750354,204.1334984,15271,1088.34732,4,R
618.7089534,223.9368023,218.7179932,566.9835854,210.0616285,15222.5,1064.648836,4,R
608.7914677,218.8781107,222.5431525,439.7234136,206.5547396,15008,1065.577769,4,R
609.682146,215.8160271,217.735414,456.2114784,212.8769322,14947,1051.577769,4,R
616.2200088,222.1613239,220.4615317,558.8400978,207.8985166,14815.5,1068.163555,4,R
609.1836647,217.3878475,223.6474062,559.2756575,206.1359181,14950,1059.092487,4,R
609.965023,207.151652,222.2349456,556.1724159,202.9455202,14918.5,1061.335127,4,R
612.1199888,224.5282006,224.3596206,666.0174133,206.8778693,14925.5,1065.335128,4,R
619.2222574,210.9800791,221.0856955,658.5067848,206.6351745,14949,1068.406195,4,R
598.4988647,216.7868857,221.9274001,442.2844949,209.149332,15057.5,1047.477264,4,R
614.1122039,219.7066352,223.3367602,561.6236496,209.41704,15011,1060.406196,4,R
606.9900157,217.6321216,224.4083423,455.9009071,206.2908003,15213,1069.577768,4,R
615.4731199,218.7149085,225.3987006,457.8558321,207.854791,15366.5,1078.305692,4,R
615.3520605,219.3065285,227.5091149,461.0297659,208.1432653,15379,1075.234623,4,R
613.7053088,227.9577228,230.5859865,573.7179298,200.2851463,15302,1105.862039,4,R
623.8963819,225.7137516,227.0413632,680.6656501,207.6636835,15540,1077.719903,4,R
611.7335578,216.0755917,231.4711419,561.659088,202.9045959,15489.5,1074.447825,4,R
616.8511648,218.4408142,231.500046,566.8107276,203.1664441,15529.5,1081.477263,4,R
622.8444218,222.0869937,231.032935,468.5176013,206.9553462,15591,1086.548331,4,R
614.8760634,219.9564306,232.2062773,339.8523541,199.5403,15400,1098.891477,4,R
641.2920101,231.962572,228.9589359,574.5635466,203.870415,15603,1126.749342,4,R
616.2434474,218.4084404,230.3549047,572.5705242,205.8926411,15563,1079.719904,4,R
619.5146955,221.0417003,235.0906867,685.3540146,205.8734951,15514.5,1084.648837,4,R
614.4696684,213.9557561,232.7274748,567.5084197,205.5903604,15520,1081.86204,4,R
620.542102,218.7359194,230.7664187,568.3448093,207.5786733,15450,1078.063049,4,R
612.517929,213.2211656,233.320843,560.7123407,203.0251614,15221.5,1087.619399,4,R
619.0810391,214.3947059,232.0168119,564.3259757,204.7568483,15325,1078.205186,4,R
607.5133306,210.2033162,230.3599177,530.2271317,204.375609,15228.5,1068.991983,4,R
611.6907387,216.4261794,230.3049624,670.9275132,203.8379604,15234,1074.063051,4,R
618.5255264,212.9235153,229.3327741,559.807188,208.2318176,15268,1073.033613,4,R
614.1148403,214.7718157,230.08493,440.3184098,204.0849202,15253,1083.719904,4,R
616.2427693,213.0775806,228.4499802,561.0324645,204.1967269,15273,1070.891477,4,R
611.4552223,217.3393794,231.6426587,679.1975927,202.5004397,15283,1083.092488,4,R
614.5904366,214.7604214,230.6325941,458.8160665,208.3657524,15332.5,1070.648836,4,R
609.3328199,218.8856508,228.0462291,461.9766862,204.1517453,15492,1077.234623,4,R
645.5644185,238.3659005,224.9479779,682.3219031,206.4084757,15723.5,1117.962545,4,R
634.5056102,212.1063461,222.5771949,561.8082648,203.0614723,15668,1101.175746,4,R
668.843074,245.7069762,225.0964297,594.1830987,214.4301275,16216,1154.489457,4,R
663.6886882,244.4014755,225.6104625,732.0512712,204.6971637,34,21.65685415,4,R
664.9608164,232.8914628,226.0216962,862.5172342,200.2352908,16714.5,1206.187942,4,R
669.2193139,237.999083,225.9159541,851.6669351,199.5399886,181.5,63.5563488,4,R
679.8726932,244.4445773,225.1956098,749.9093629,211.19475,99.5,41.89949477,4,R
681.3374453,237.280177,224.9240372,480.7950413,208.4785453,84,37.31370831,4,R
681.5417639,241.4314157,224.6160599,861.3148324,210.4457154,17064.5,1187.501649,4,R
672.3900663,233.1734682,237.0017329,727.9934886,281.465686,16899,1196.288446,5,R
672.6758784,237.4296956,226.9684522,847.2693452,207.7670993,16950,1179.9453,4,R
669.8565508,233.2495551,229.9979219,730.2590248,204.6974738,17059,1207.460017,4,R
681.0340902,245.7352285,232.7026735,586.4873671,204.234045,17081,1210.430581,4,R
677.4887427,252.0576521,234.7319965,629.6076096,206.1255654,17306,1228.631591,4,R
675.6795186,250.568791,236.04284,853.5412868,203.0974602,17359.5,1166.38895,4,R
689.6617393,251.3729091,241.1843574,496.2515684,213.5933234,17401,1205.803164,4,R
682.2698412,249.734884,240.2348445,497.1785219,205.2850221,17352,1197.460019,4,R
684.3399015,234.3935891,241.8443762,722.3302419,208.5941174,17476,1208.631591,4,R
685.0128073,251.0676604,240.8905662,604.0607402,211.6680696,17457,1203.259008,4,R
673.8960383,243.4447876,244.122232,595.5040241,208.0780782,17345.5,1187.560523,4,R
670.2619119,240.2528095,243.5611368,487.2942061,210.1718144,17345.5,1193.702661,4,R
674.6165015,242.0549663,245.4084389,470.7125566,208.8895695,17379.5,1194.732096,4,R
674.6382237,248.4617405,245.6396191,844.659408,204.5902222,17430,1197.317884,4,R
680.8062592,252.8361678,247.8141267,607.9537061,205.9391521,45.5,25.07106769,4,R
666.8126809,239.076006,251.9574101,541.1299285,203.6165738,17421.5,1206.045805,4,R
